Year,HUC_8,NPDES_ID,Facility Name,Latitude,Longitude,Facility Type,Permit Type,Permit Effective Date,Permit Expiration Date,Major/Non-Major Indicator,Approved Pretreatment Program,County,Facility Design Flow (Permit Application) (MGD),Average Facility Flow (MGD),4-Digit SIC Code,Pollutant,Parameter Code,Total Pounds (lb/yr),Max Allowable Load (lb/yr),Load Over Limit,Total TWPE (lb-eq/yr),Max Allowable TWPE (lb-eq/yr),TWPE Over Limit,Contains Potential Outliers?,Number of Exceedances,QcReviewPounds,QcReviewTwpe
2019,11010004,ARG500048,"MIDWEST LIME COMPANY, BATESVILLE, 72501",35.802778,-91.624417,NON-POTW,General Permit Covered Facility,02/01/2016,01/31/2021,Non-Major,N/A,INDEPENDENCE,--,0.3003,1442 - CONSTRUCTION SAND AND GRAVEL,"Solids, total dissolved",70295,"279,862",0,0,--,--,--,No,0,"279,862",--
2019,11010005,AR0034011,"MARSHALL WWTP, MARSHALL, 72650",35.905093,-92.639864,POTW,NPDES Individual Permit,10/01/2014,09/30/2019,Non-Major,No,SEARCY,0.5000,0.2835,4952 - SEWERAGE SYSTEMS,Ammonia as N,00610,607,"9,477",0,0.6736,10.52,0,No,0,607,0.6736
2019,11010005,AR0034011,"MARSHALL WWTP, MARSHALL, 72650",35.905093,-92.639864,POTW,NPDES Individual Permit,10/01/2014,09/30/2019,Non-Major,No,SEARCY,0.5000,0.2835,4952 - SEWERAGE SYSTEMS,"Solids, total dissolved",70295,0,--,0,0,--,--,No,0,0,0
2019,11010005,AR0034011,"MARSHALL WWTP, MARSHALL, 72650",35.905093,-92.639864,POTW,NPDES Individual Permit,10/01/2014,09/30/2019,Non-Major,No,SEARCY,0.5000,0.2835,4952 - SEWERAGE SYSTEMS,Inorganic Nitrogen,00630,"2,199","13,928",0,--,--,--,No,0,"2,199",--
2019,11010005,AR0034011,"MARSHALL WWTP, MARSHALL, 72650",35.905093,-92.639864,POTW,NPDES Individual Permit,10/01/2014,09/30/2019,Non-Major,No,SEARCY,0.5000,0.2835,4952 - SEWERAGE SYSTEMS,"BOD, carbonaceous, 05 day, 20 C",80082,"2,352","13,928",0,--,--,--,No,0,"2,352",--
2019,11010005,AR0034011,"MARSHALL WWTP, MARSHALL, 72650",35.905093,-92.639864,POTW,NPDES Individual Permit,10/01/2014,09/30/2019,Non-Major,No,SEARCY,0.5000,0.2835,4952 - SEWERAGE SYSTEMS,"Solids, total suspended",00530,"6,265","20,908","1,544",--,--,--,No,3,"6,265",--
2019,11010005,AR0034584,"JASPER WWTP, JASPER, 72641",36.009257,-93.177965,POTW,NPDES Individual Permit,01/01/2015,12/31/2019,Non-Major,No,NEWTON,0.1000,0.1978,4952 - SEWERAGE SYSTEMS,Total Residual Chlorine,50060,241,0,0,121,0,0,No,0,241,121
2019,11010005,AR0034584,"JASPER WWTP, JASPER, 72641",36.009257,-93.177965,POTW,NPDES Individual Permit,01/01/2015,12/31/2019,Non-Major,No,NEWTON,0.1000,0.1978,4952 - SEWERAGE SYSTEMS,Ammonia as N,00610,460,"2,772",0,0.5110,3.08,0,No,1,460,0.5110
2019,11010005,AR0034584,"JASPER WWTP, JASPER, 72641",36.009257,-93.177965,POTW,NPDES Individual Permit,01/01/2015,12/31/2019,Non-Major,No,NEWTON,0.1000,0.1978,4952 - SEWERAGE SYSTEMS,"Solids, total suspended",00530,"1,473","5,578",111,--,--,--,No,1,"1,473",--
2019,11010005,AR0034584,"JASPER WWTP, JASPER, 72641",36.009257,-93.177965,POTW,NPDES Individual Permit,01/01/2015,12/31/2019,Non-Major,No,NEWTON,0.1000,0.1978,4952 - SEWERAGE SYSTEMS,"BOD, carbonaceous, 05 day, 20 C",80082,644,"5,578",0,--,--,--,No,0,644,--
2019,11010006,AR0002437,"U.S. FISH AND WILDLIFE SERVICE - NORFORK NAT'L FISH HATCHERY, MOUNTAIN HOME, 72653-9799",36.24916,-92.24259,FEDERAL,NPDES Individual Permit,09/01/2017,08/31/2022,Non-Major,N/A,BAXTER,36,35.86,0921 - FISH HATCHERIES AND PRESERVES,Ammonia as N,00610,"18,211","308,282",0,20.21,342,0,No,0,"18,211",20.21
2019,11010006,AR0002437,"U.S. FISH AND WILDLIFE SERVICE - NORFORK NAT'L FISH HATCHERY, MOUNTAIN HOME, 72653-9799",36.24916,-92.24259,FEDERAL,NPDES Individual Permit,09/01/2017,08/31/2022,Non-Major,N/A,BAXTER,36,35.86,0921 - FISH HATCHERIES AND PRESERVES,"Solids, total suspended",00530,"301,521","2,055,770",0,--,--,--,No,0,"301,521",--
2019,11010006,AR0002437,"U.S. FISH AND WILDLIFE SERVICE - NORFORK NAT'L FISH HATCHERY, MOUNTAIN HOME, 72653-9799",36.24916,-92.24259,FEDERAL,NPDES Individual Permit,09/01/2017,08/31/2022,Non-Major,N/A,BAXTER,36,35.86,0921 - FISH HATCHERIES AND PRESERVES,"BOD, carbonaceous, 05 day, 20 C",80082,"213,423","2,055,770",0,--,--,--,No,0,"213,423",--
2019,11010006,MOG130001,"CRYSTAL LAKE FISHERIES, AVA, 65608-9619",36.927067,-92.560168,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DOUGLAS,--,5,0273 - ANIMAL AQUACULTURE,Copper,01119,140,144,0,87.22,89.84,0,No,0,140,87.22
2019,11010006,MOG130001,"CRYSTAL LAKE FISHERIES, AVA, 65608-9619",36.927067,-92.560168,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DOUGLAS,--,5,0273 - ANIMAL AQUACULTURE,Ammonia as N,00610,"7,184","14,000",0,7.97,15.54,0,No,0,"7,184",7.97
2019,11010006,MOG130001,"CRYSTAL LAKE FISHERIES, AVA, 65608-9619",36.927067,-92.560168,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DOUGLAS,--,5,0273 - ANIMAL AQUACULTURE,Chloride,00940,"53,078","2,618,054",0,1.29,63.74,0,No,0,"53,078",1.29
2019,11010006,MOG130001,"CRYSTAL LAKE FISHERIES, AVA, 65608-9619",36.927067,-92.560168,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DOUGLAS,--,5,0273 - ANIMAL AQUACULTURE,"BOD, 5-day, 20 deg. C",00310,"14,000","280,006",0,--,--,--,No,0,"14,000",--
2019,11010006,MOG130001,"CRYSTAL LAKE FISHERIES, AVA, 65608-9619",36.927067,-92.560168,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DOUGLAS,--,5,0273 - ANIMAL AQUACULTURE,Phosphorus,00665,"3,082",0,0,--,--,--,No,0,"3,082",--
2019,11010006,MOG130001,"CRYSTAL LAKE FISHERIES, AVA, 65608-9619",36.927067,-92.560168,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DOUGLAS,--,5,0273 - ANIMAL AQUACULTURE,"Solids, total suspended",00530,"14,000","210,004",0,--,--,--,No,0,"14,000",--
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Lead,01114,449,"2,349",0,"1,005","5,263",0,No,0,449,"1,005"
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Arsenic,00978,74.32,656,0,258,"2,275",0,No,0,74.32,258
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Sulfate,00945,"19,781,710",0,0,111,0,0,No,0,"19,781,710",111
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Nickel,01074,936,"7,032",0,93.57,703,0,No,0,936,93.57
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Zinc,01094,"1,855","9,860",0,74.19,394,0,No,0,"1,855",74.19
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Chloride,46225,"2,134,547",0,0,51.97,0,0,No,0,"2,134,547",51.97
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Cadmium,01113,2.23,30.55,0,50.87,697,0,No,0,2.23,50.87
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Ammonia as N,00610,"39,346",0,0,43.67,0,0,No,0,"39,346",43.67
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Copper,01119,46.45,"1,629",0,28.94,"1,015",0,No,0,46.45,28.94
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Antimony,01268,145,77.75,0,1.45,0.7775,0,No,0,145,1.45
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Mercury,71901,0,0,0,0,0,0,No,0,0,0
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,"BOD, 5-day, 20 deg. C",00310,89.28,780,0,--,--,--,No,0,89.28,--
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Oil and grease,00550,"60,475","509,207",0,--,--,--,No,0,"60,475",--
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Chlorides & sulfates,82209,"21,700,384",0,0,--,--,--,No,0,"21,700,384",--
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,Nitrogen,00600,"104,797",0,0,--,--,--,No,0,"104,797",--
2019,11010007,MO0002003,"DOE RUN COMPANY-BUICK MINE & MILL, BOSS, 65440",37.60617,-91.12341,NON-POTW,NPDES Individual Permit,10/01/2019,06/30/2020,Major,N/A,DENT,--,18.27,1031 - LEAD AND ZINC ORES,"Solids, total suspended",00530,"206,223","1,018,413",0,--,--,--,No,0,"206,223",--
2019,11010007,MOG491292,"CANE CREEK STONE, POPLAR BLUFF, 63901",36.680548,-90.467067,NON-POTW,General Permit Covered Facility,06/01/2017,04/30/2022,Non-Major,N/A,BUTLER,--,15.46,1422 - CRUSHED AND BROKEN LIMESTONE,"Solids, total suspended",00530,"1,067,735","2,995,520",0,0,--,--,No,0,"1,067,735",0
2019,11010007,MOG491292,"CANE CREEK STONE, POPLAR BLUFF, 63901",36.680548,-90.467067,NON-POTW,General Permit Covered Facility,06/01/2017,04/30/2022,Non-Major,N/A,BUTLER,--,15.46,1422 - CRUSHED AND BROKEN LIMESTONE,Oil and grease,00550,"122,801","427,931",0,0,--,--,No,0,"122,801",0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Silver,01079,67.33,0,0,"1,109",0,0,No,0,67.33,"1,109"
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Ammonia as N,00610,"66,937","176,593",0,74.30,196,0,No,1,"66,937",74.30
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Copper,01119,56.29,0,0,35.07,0,0,No,0,56.29,35.07
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Mercury,71901,0,0,0,0,0,0,No,0,0,0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Cadmium,01113,0,0,0,0,0,0,No,0,0,0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Oil and grease,00550,0,"264,890",0,0,--,--,No,0,0,0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Nickel,01074,0,0,0,0,0,0,No,0,0,0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Zinc,01094,0,0,0,0,0,0,No,0,0,0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Arsenic,00978,0,0,0,0,0,0,No,0,0,0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Lead,01114,0,0,0,0,0,0,No,0,0,0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,"Chromium, Trivalent",04262,0,0,0,0,0,0,No,0,0,0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,"Chromium, Hexavalent",78247,0,0,0,0,0,0,No,0,0,0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Cyanide,00722,0,0,0,0,0,0,No,0,0,0
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Phosphorus,00665,"9,110",0,0,--,--,--,No,0,"9,110",--
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,Nitrogen,00600,"92,063",0,0,--,--,--,No,0,"92,063",--
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,"Solids, total suspended",00530,"352,037","2,119,117",0,--,--,--,No,0,"352,037",--
2019,11010007,MO0043648,"POPLAR BLUFF MUNICIPAL WWTP, POPLAR BLUFF, 63901",36.729464,-90.398474,POTW,NPDES Individual Permit,02/28/2017,02/29/2020,Major,No,BUTLER,--,6.35,4952 - SEWERAGE SYSTEMS,"BOD, 5-day, 20 deg. C",00310,"335,325","794,669",0,--,--,--,No,0,"335,325",--
2019,11010008,MO0085588,"HILLVIEW ELEMENTARY SCHOOL WWTF, HARVIELL, 63945",36.665363,-90.537115,NON-POTW,NPDES Individual Permit,04/01/2019,03/31/2024,Non-Major,N/A,BUTLER,--,571,4952 - SEWERAGE SYSTEMS,Ammonia as N,00610,"1,933,860",0,0,"2,147",0,0,Yes,0,"1,933,860","2,147"
2019,11010008,MO0085588,"HILLVIEW ELEMENTARY SCHOOL WWTF, HARVIELL, 63945",36.665363,-90.537115,NON-POTW,NPDES Individual Permit,04/01/2019,03/31/2024,Non-Major,N/A,BUTLER,--,571,4952 - SEWERAGE SYSTEMS,Oil and grease,00550,0,0,0,0,--,--,No,0,0,0
2019,11010008,MO0085588,"HILLVIEW ELEMENTARY SCHOOL WWTF, HARVIELL, 63945",36.665363,-90.537115,NON-POTW,NPDES Individual Permit,04/01/2019,03/31/2024,Non-Major,N/A,BUTLER,--,571,4952 - SEWERAGE SYSTEMS,"Solids, total suspended",00530,"4,716,742","172,946,991",0,--,--,--,Yes,0,"4,716,742",--
2019,11010008,MO0085588,"HILLVIEW ELEMENTARY SCHOOL WWTF, HARVIELL, 63945",36.665363,-90.537115,NON-POTW,NPDES Individual Permit,04/01/2019,03/31/2024,Non-Major,N/A,BUTLER,--,571,4952 - SEWERAGE SYSTEMS,"BOD, 5-day, 20 deg. C",00310,"10,659,819","102,195,949",0,--,--,--,Yes,0,"10,659,819",--
2019,11010008,MOG130011,"MONTAUK STATE FISH HATCHERY, SALEM, 65560-8960",37.454629,-91.685406,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DENT,--,25.32,0921 - FISH HATCHERIES AND PRESERVES,Copper,01119,101,560,0,62.87,349,0,No,0,101,62.87
2019,11010008,MOG130011,"MONTAUK STATE FISH HATCHERY, SALEM, 65560-8960",37.454629,-91.685406,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DENT,--,25.32,0921 - FISH HATCHERIES AND PRESERVES,Ammonia as N,00610,"15,333","54,321",0,17.02,60.30,0,No,0,"15,333",17.02
2019,11010008,MOG130011,"MONTAUK STATE FISH HATCHERY, SALEM, 65560-8960",37.454629,-91.685406,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DENT,--,25.32,0921 - FISH HATCHERIES AND PRESERVES,Chloride,00940,"344,592","10,158,050",0,8.39,247,0,No,0,"344,592",8.39
2019,11010008,MOG130011,"MONTAUK STATE FISH HATCHERY, SALEM, 65560-8960",37.454629,-91.685406,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DENT,--,25.32,0921 - FISH HATCHERIES AND PRESERVES,"BOD, 5-day, 20 deg. C",00310,"548,745","1,086,422",0,--,--,--,No,0,"548,745",--
2019,11010008,MOG130011,"MONTAUK STATE FISH HATCHERY, SALEM, 65560-8960",37.454629,-91.685406,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DENT,--,25.32,0921 - FISH HATCHERIES AND PRESERVES,Phosphorus,00665,"4,730",0,0,--,--,--,No,0,"4,730",--
2019,11010008,MOG130011,"MONTAUK STATE FISH HATCHERY, SALEM, 65560-8960",37.454629,-91.685406,NON-POTW,General Permit Covered Facility,03/01/2019,02/18/2024,Non-Major,N/A,DENT,--,25.32,0921 - FISH HATCHERIES AND PRESERVES,"Solids, total suspended",00530,"187,955","814,817",0,--,--,--,No,0,"187,955",--
2019,11010009,AR0052451,"PECO FOODS, INC., POCAHONTAS, 72455",36.212417,-90.958222,NON-POTW,NPDES Individual Permit,03/01/2016,02/28/2021,Non-Major,N/A,RANDOLPH COUNTY,1.66,1.64,2015 - POULTRY SLAUGHTERING & PROCESS,Ammonia as N,00610,"6,254","18,504",788,6.94,20.54,0.8744,No,4,"6,254",6.94
2019,11010009,AR0052451,"PECO FOODS, INC., POCAHONTAS, 72455",36.212417,-90.958222,NON-POTW,NPDES Individual Permit,03/01/2016,02/28/2021,Non-Major,N/A,RANDOLPH COUNTY,1.66,1.64,2015 - POULTRY SLAUGHTERING & PROCESS,Inorganic Nitrogen,00630,"32,692",--,0,--,--,--,No,0,"32,692",--
2019,11010009,AR0052451,"PECO FOODS, INC., POCAHONTAS, 72455",36.212417,-90.958222,NON-POTW,NPDES Individual Permit,03/01/2016,02/28/2021,Non-Major,N/A,RANDOLPH COUNTY,1.66,1.64,2015 - POULTRY SLAUGHTERING & PROCESS,"BOD, 5-day, 20 deg. C",00310,"15,847","73,981",0,--,--,--,No,0,"15,847",--
2019,11010009,AR0052451,"PECO FOODS, INC., POCAHONTAS, 72455",36.212417,-90.958222,NON-POTW,NPDES Individual Permit,03/01/2016,02/28/2021,Non-Major,N/A,RANDOLPH COUNTY,1.66,1.64,2015 - POULTRY SLAUGHTERING & PROCESS,Nitrogen,00600,"19,061","476,284",0,--,--,--,No,0,"19,061",--
2019,11010009,AR0052451,"PECO FOODS, INC., POCAHONTAS, 72455",36.212417,-90.958222,NON-POTW,NPDES Individual Permit,03/01/2016,02/28/2021,Non-Major,N/A,RANDOLPH COUNTY,1.66,1.64,2015 - POULTRY SLAUGHTERING & PROCESS,"Solids, total dissolved",70295,"5,680,340",--,0,--,--,--,No,0,"5,680,340",--
2019,11010009,AR0052451,"PECO FOODS, INC., POCAHONTAS, 72455",36.212417,-90.958222,NON-POTW,NPDES Individual Permit,03/01/2016,02/28/2021,Non-Major,N/A,RANDOLPH COUNTY,1.66,1.64,2015 - POULTRY SLAUGHTERING & PROCESS,Oil and grease,00556,"22,824","37,007",0,--,--,--,No,0,"22,824",--
2019,11010009,AR0052451,"PECO FOODS, INC., POCAHONTAS, 72455",36.212417,-90.958222,NON-POTW,NPDES Individual Permit,03/01/2016,02/28/2021,Non-Major,N/A,RANDOLPH COUNTY,1.66,1.64,2015 - POULTRY SLAUGHTERING & PROCESS,Phosphorus,00665,"40,213",--,0,--,--,--,No,0,"40,213",--
2019,11010009,AR0052451,"PECO FOODS, INC., POCAHONTAS, 72455",36.212417,-90.958222,NON-POTW,NPDES Individual Permit,03/01/2016,02/28/2021,Non-Major,N/A,RANDOLPH COUNTY,1.66,1.64,2015 - POULTRY SLAUGHTERING & PROCESS,"Solids, total suspended",00530,"61,197","92,485","1,957",--,--,--,No,6,"61,197",--
2019,11010009,MO0054941,"RIPLEY CO R-III SCHOOL DISTRICT WWTF, GATEWOOD, 63942-9403",36.582552,-91.030163,NON-POTW,NPDES Individual Permit,04/01/2019,03/31/2024,Non-Major,N/A,RIPLEY,--,577,8211 - ELEMENTARY & SECONDARY SCHOOLS,Ammonia as N,00610,"2,269,636",0,0,"2,519",0,0,No,0,"2,269,636","2,519"
2019,11010009,MO0054941,"RIPLEY CO R-III SCHOOL DISTRICT WWTF, GATEWOOD, 63942-9403",36.582552,-91.030163,NON-POTW,NPDES Individual Permit,04/01/2019,03/31/2024,Non-Major,N/A,RIPLEY,--,577,8211 - ELEMENTARY & SECONDARY SCHOOLS,"BOD, 5-day, 20 deg. C",00310,0,"59,479,994",0,0,--,--,Yes,0,0,0
2019,11010009,MO0054941,"RIPLEY CO R-III SCHOOL DISTRICT WWTF, GATEWOOD, 63942-9403",36.582552,-91.030163,NON-POTW,NPDES Individual Permit,04/01/2019,03/31/2024,Non-Major,N/A,RIPLEY,--,577,8211 - ELEMENTARY & SECONDARY SCHOOLS,"Solids, total suspended",00530,"4,031,512","72,697,770",0,--,--,--,Yes,0,"4,031,512",--
2019,11010009,ARG500061,"BRADLEY CONTRACTING, POCAHONTAS, 72455",36.3016,-90.98276,NON-POTW,General Permit Covered Facility,06/01/2016,01/31/2021,Non-Major,N/A,RANDOLPH,--,0.9613,1422 - CRUSHED AND BROKEN LIMESTONE,Oil and grease,00556,0,"26,856",0,0,--,--,No,0,0,0
2019,11010009,ARG500061,"BRADLEY CONTRACTING, POCAHONTAS, 72455",36.3016,-90.98276,NON-POTW,General Permit Covered Facility,06/01/2016,01/31/2021,Non-Major,N/A,RANDOLPH,--,0.9613,1422 - CRUSHED AND BROKEN LIMESTONE,"Solids, total suspended",00530,"5,617","93,995",0,--,--,--,No,0,"5,617",--
2019,11010009,ARG500061,"BRADLEY CONTRACTING, POCAHONTAS, 72455",36.3016,-90.98276,NON-POTW,General Permit Covered Facility,06/01/2016,01/31/2021,Non-Major,N/A,RANDOLPH,--,0.9613,1422 - CRUSHED AND BROKEN LIMESTONE,"Solids, total dissolved",70295,"1,082,461",0,0,--,--,--,No,0,"1,082,461",--
2019,11010009,ARG500022,"POWHATAN QUARRY,LLC, POWHATAN, 72458",36.088194,-91.1095,NON-POTW,General Permit Covered Facility,05/23/2016,01/31/2021,Non-Major,N/A,LAWRENCE,--,0.3935,1422 - CRUSHED AND BROKEN LIMESTONE,Oil and grease,00556,0,"10,931",0,0,--,--,No,0,0,0
2019,11010009,ARG500022,"POWHATAN QUARRY,LLC, POWHATAN, 72458",36.088194,-91.1095,NON-POTW,General Permit Covered Facility,05/23/2016,01/31/2021,Non-Major,N/A,LAWRENCE,--,0.3935,1422 - CRUSHED AND BROKEN LIMESTONE,"Solids, total suspended",00530,"2,962","38,259",0,--,--,--,No,0,"2,962",--
